"loan_status","loan_amnt","grade","home_ownership","annual_inc","age","emp_cat","ir_cat"
0,2700,"C","MORTGAGE",45000,25,"0-15","Missing"
0,15000,"C","MORTGAGE",90301,32,"0-15","11-13.5"
0,11000,"A","OWN",128004,32,"0-15","Missing"
0,6000,"C","MORTGAGE",41000,40,"0-15","11-13.5"
1,10000,"D","MORTGAGE",45000,29,"0-15","Missing"
0,25000,"D","MORTGAGE",450000,29,"0-15","13.5+"
0,10000,"B","MORTGAGE",92000,29,"0-15","11-13.5"
0,8000,"D","MORTGAGE",45000,23,"0-15","13.5+"
0,7000,"A","RENT",37000,28,"0-15","8-11"
0,1500,"A","MORTGAGE",65000,22,"0-15","8-11"
0,9000,"D","RENT",62000,32,"0-15","13.5+"
0,9000,"A","MORTGAGE",84996,32,"0-15","8-11"
1,20000,"C","RENT",82654.6,22,"0-15","13.5+"
0,8000,"B","MORTGAGE",90730,24,"0-15","Missing"
1,4000,"C","MORTGAGE",70500,28,"0-15","13.5+"
0,16000,"E","RENT",57000,28,"0-15","13.5+"
0,9000,"A","MORTGAGE",92000,34,"0-15","8-11"
0,1200,"B","RENT",13000,24,"0-15","11-13.5"
0,10000,"A","OWN",56004,26,"0-15","8-11"
0,10400,"A","RENT",40800,21,"0-15","8-11"
0,5000,"A","MORTGAGE",94368,51,"0-15","Missing"
0,10200,"C","RENT",42000,37,"0-15","11-13.5"
1,5000,"E","RENT",50000,35,"0-15","13.5+"
1,4750,"A","MORTGAGE",30000,21,"0-15","8-11"
0,5000,"A","RENT",13000,24,"0-15","0-8"
1,4000,"A","RENT",41000,37,"0-15","8-11"
1,4400,"C","MORTGAGE",51480,23,"0-15","11-13.5"
0,4000,"B","MORTGAGE",40000,38,"0-15","11-13.5"
0,5000,"A","RENT",63000,24,"0-15","8-11"
0,9600,"B","RENT",35400,23,"0-15","11-13.5"
0,3000,"B","RENT",104000,35,"0-15","11-13.5"
1,5000,"C","OWN",30000,31,"0-15","11-13.5"
0,6400,"A","RENT",43000,34,"0-15","8-11"
0,7800,"B","RENT",59000,25,"0-15","11-13.5"
0,6000,"A","RENT",30784,28,"0-15","8-11"
0,13000,"B","OWN",41600,28,"0-15","11-13.5"
0,11800,"B","RENT",35000,22,"0-15","8-11"
0,8400,"C","MORTGAGE",75000,34,"0-15","Missing"
0,10000,"B","RENT",50000,29,"0-15","11-13.5"
0,3600,"A","MORTGAGE",35004,21,"0-15","0-8"
0,10000,"D","RENT",40000,27,"0-15","13.5+"
0,15000,"C","MORTGAGE",52660,36,"0-15","11-13.5"
0,15000,"B","MORTGAGE",100000,24,"0-15","11-13.5"
0,20000,"B","RENT",100000,22,"0-15","11-13.5"
1,12000,"B","MORTGAGE",57000,24,"15-30","Missing"
0,7500,"D","RENT",75000,25,"0-15","13.5+"
1,14000,"C","RENT",54000,27,"0-15","13.5+"
0,10000,"B","RENT",40000,22,"0-15","11-13.5"
0,5000,"B","MORTGAGE",109500,26,"15-30","8-11"
0,7750,"C","MORTGAGE",121352.52,21,"0-15","Missing"
0,3000,"C","OWN",49140,22,"0-15","11-13.5"
0,1500,"C","RENT",55400,26,"0-15","11-13.5"
0,7000,"B","RENT",27720,27,"0-15","8-11"
0,20000,"C","MORTGAGE",250000,29,"0-15","13.5+"
0,17000,"C","RENT",43275,24,"0-15","11-13.5"
1,15000,"B","MORTGAGE",62004,23,"0-15","11-13.5"
0,3500,"A","RENT",60000,27,"0-15","8-11"
0,4000,"A","MORTGAGE",51267,27,"0-15","0-8"
0,25000,"B","RENT",85000,30,"0-15","11-13.5"
0,10000,"A","MORTGAGE",66996,23,"15-30","8-11"
0,14000,"D","RENT",60000,38,"0-15","Missing"
0,10000,"B","RENT",48000,26,"0-15","11-13.5"
0,14700,"A","OTHER",82000,24,"0-15","8-11"
0,10000,"B","MORTGAGE",45000,23,"0-15","11-13.5"
1,18000,"B","RENT",102000,33,"0-15","11-13.5"
0,25000,"B","OTHER",96640,26,"0-15","11-13.5"
0,1600,"C","RENT",25000,24,"0-15","11-13.5"
0,3000,"C","MORTGAGE",50000,24,"15-30","11-13.5"
0,6000,"B","RENT",18000,34,"0-15","Missing"
0,3000,"A","MORTGAGE",84000,26,"30-45","8-11"
0,4400,"A","MORTGAGE",33000,25,"0-15","0-8"
0,10400,"A","MORTGAGE",97700,26,"0-15","8-11"
0,2100,"B","RENT",24000,22,"0-15","11-13.5"
0,13600,"B","RENT",70000,22,"15-30","11-13.5"
0,6000,"A","RENT",69780,26,"0-15","8-11"
0,12000,"B","RENT",58000,32,"0-15","11-13.5"
0,6000,"D","RENT",64668,24,"0-15","13.5+"
0,3450,"A","RENT",29000,42,"0-15","0-8"
0,10000,"A","MORTGAGE",94185,36,"0-15","8-11"
0,5000,"C","RENT",35028,37,"0-15","11-13.5"
0,10000,"B","RENT",87000,22,"0-15","11-13.5"
0,20000,"D","MORTGAGE",145992,26,"0-15","Missing"
0,4000,"B","RENT",54000,25,"0-15","11-13.5"
0,2400,"A","RENT",40000,34,"0-15","8-11"
0,4000,"D","OWN",31193,22,"0-15","13.5+"
0,11000,"C","RENT",44000,34,"0-15","13.5+"
0,7500,"A","MORTGAGE",147996,26,"0-15","0-8"
0,3000,"A","RENT",70000,27,"0-15","0-8"
0,25000,"G","MORTGAGE",125000,29,"0-15","13.5+"
1,25000,"E","RENT",118000,32,"0-15","13.5+"
0,4000,"C","RENT",47004,23,"0-15","11-13.5"
0,5000,"C","OWN",38000,24,"0-15","11-13.5"
1,20000,"B","MORTGAGE",60000,22,"0-15","11-13.5"
0,11000,"B","RENT",87000,21,"0-15","11-13.5"
0,6000,"C","RENT",31000,29,"0-15","11-13.5"
0,9150,"C","RENT",43000,33,"0-15","11-13.5"
0,6000,"A","MORTGAGE",39996,22,"0-15","0-8"
0,10000,"B","RENT",65000,25,"0-15","8-11"
0,7000,"A","OWN",45000,23,"0-15","8-11"
0,17000,"B","MORTGAGE",74196,23,"0-15","11-13.5"
0,12250,"B","MORTGAGE",110500,22,"0-15","11-13.5"
0,9200,"E","RENT",50000,23,"0-15","13.5+"
0,3400,"F","RENT",57996,23,"0-15","13.5+"
0,15600,"C","RENT",53000,37,"0-15","Missing"
0,3000,"B","RENT",25000,24,"0-15","8-11"
0,1000,"C","RENT",42000,24,"0-15","11-13.5"
1,9000,"E","MORTGAGE",237000,28,"0-15","13.5+"
0,5000,"C","RENT",55000,28,"0-15","11-13.5"
0,3000,"A","OTHER",29666,23,"0-15","8-11"
0,1900,"C","MORTGAGE",34320,32,"0-15","11-13.5"
0,10000,"C","MORTGAGE",87000,23,"0-15","Missing"
0,10000,"A","RENT",46000,27,"0-15","8-11"
0,14000,"D","RENT",43000,28,"0-15","13.5+"
0,20000,"C","RENT",51000,22,"0-15","11-13.5"
0,1800,"A","RENT",39996,37,"0-15","8-11"
0,5000,"B","OTHER",37000,24,"0-15","11-13.5"
0,6000,"A","RENT",35000,27,"0-15","8-11"
0,5000,"B","RENT",85000,23,"0-15","11-13.5"
0,1000,"B","MORTGAGE",87000,26,"15-30","11-13.5"
0,12000,"C","RENT",53000,33,"0-15","11-13.5"
0,3500,"A","RENT",19200,35,"0-15","8-11"
0,20000,"C","RENT",103000,36,"0-15","13.5+"
1,10800,"A","RENT",35000,34,"0-15","8-11"
0,5400,"C","RENT",50725,34,"0-15","11-13.5"
0,6000,"A","MORTGAGE",80004,26,"0-15","0-8"
0,5000,"B","RENT",64500,52,"0-15","11-13.5"
0,3700,"A","OWN",15000,35,"0-15","8-11"
0,6400,"A","MORTGAGE",98000,25,"0-15","8-11"
0,9000,"C","MORTGAGE",119000,32,"0-15","11-13.5"
0,16000,"B","MORTGAGE",68004,21,"0-15","11-13.5"
0,7000,"C","RENT",54000,22,"0-15","11-13.5"
0,12000,"D","RENT",62496,35,"0-15","13.5+"
0,12000,"E","RENT",48000,27,"0-15","13.5+"
0,12000,"B","MORTGAGE",74000,23,"0-15","11-13.5"
0,9000,"C","RENT",74000,38,"0-15","11-13.5"
0,12000,"A","MORTGAGE",75000,29,"0-15","8-11"
0,4000,"A","MORTGAGE",84000,39,"0-15","8-11"
0,16000,"D","RENT",45000,25,"0-15","13.5+"
1,8400,"C","MORTGAGE",94000,44,"0-15","11-13.5"
1,25000,"F","OTHER",85000,23,"0-15","13.5+"
0,6400,"A","MORTGAGE",63996,34,"0-15","0-8"
1,4800,"A","RENT",27996,33,"0-15","8-11"
0,1500,"D","RENT",60000,32,"0-15","13.5+"
0,3000,"A","RENT",225000,26,"0-15","8-11"
0,3000,"A","OWN",20000,29,"0-15","0-8"
0,5000,"B","MORTGAGE",65004,26,"0-15","11-13.5"
0,7500,"B","RENT",65000,31,"0-15","8-11"
0,4000,"A","OWN",55000,22,"0-15","8-11"
0,3000,"B","RENT",33000,25,"0-15","8-11"
0,6000,"A","RENT",75000,31,"0-15","0-8"
0,6200,"C","RENT",39996,26,"0-15","13.5+"
0,3000,"D","RENT",41000,31,"0-15","13.5+"
0,2000,"B","RENT",60000,28,"0-15","Missing"
1,7000,"D","RENT",230000,35,"0-15","13.5+"
0,25000,"B","MORTGAGE",265000,29,"0-15","11-13.5"
0,5000,"A","MORTGAGE",45000,22,"0-15","0-8"
0,8800,"F","RENT",73700,22,"0-15","13.5+"
0,3000,"A","MORTGAGE",50000,38,"0-15","Missing"
0,25000,"D","RENT",90000,28,"0-15","Missing"
0,7800,"C","RENT",72000,29,"0-15","Missing"
1,16750,"G","RENT",94000,28,"15-30","13.5+"
0,5000,"A","RENT",69996,27,"0-15","8-11"
0,9600,"A","RENT",120000,28,"0-15","0-8"
1,4000,"C","MORTGAGE",67464,21,"15-30","Missing"
1,16000,"B","RENT",88712,41,"0-15","8-11"
0,5000,"B","RENT",56000,25,"0-15","Missing"
0,5400,"C","MORTGAGE",70000,26,"0-15","11-13.5"
0,19200,"B","RENT",89000,45,"0-15","Missing"
0,15000,"C","RENT",68000,41,"0-15","11-13.5"
0,5000,"A","MORTGAGE",54000,30,"0-15","0-8"
0,18000,"C","RENT",88000,23,"0-15","11-13.5"
0,25000,"C","MORTGAGE",85000,30,"0-15","11-13.5"
0,17000,"B","RENT",52000,23,"0-15","11-13.5"
0,4000,"A","OWN",15996,24,"15-30","0-8"
0,12250,"D","MORTGAGE",89000,31,"0-15","13.5+"
0,4200,"D","RENT",16000,24,"0-15","Missing"
0,5000,"A","MORTGAGE",145008,24,"0-15","8-11"
0,10000,"A","MORTGAGE",43000,29,"15-30","0-8"
0,10000,"C","RENT",37000,29,"0-15","11-13.5"
0,6000,"A","MORTGAGE",93600,22,"0-15","Missing"
0,10000,"B","MORTGAGE",75000,32,"0-15","11-13.5"
0,9000,"B","MORTGAGE",220836,26,"15-30","11-13.5"
0,9000,"B","RENT",69996,33,"0-15","11-13.5"
0,15000,"B","RENT",42000,24,"0-15","11-13.5"
0,9600,"B","MORTGAGE",78000,22,"15-30","8-11"
0,10000,"B","RENT",112000,38,"0-15","11-13.5"
0,7000,"A","RENT",28704,34,"0-15","8-11"
0,3200,"B","RENT",27600,25,"0-15","11-13.5"
0,2000,"B","RENT",12000,25,"0-15","11-13.5"
0,10000,"D","MORTGAGE",60000,22,"0-15","Missing"
0,5000,"B","RENT",38000,23,"0-15","11-13.5"
0,4000,"A","MORTGAGE",41004,31,"0-15","Missing"
0,2500,"F","RENT",55000,23,"0-15","Missing"
0,8000,"B","RENT",104000,33,"0-15","11-13.5"
0,6000,"A","MORTGAGE",300000,30,"0-15","8-11"
0,7400,"E","RENT",48000,25,"0-15","13.5+"
0,20000,"E","RENT",75600,23,"0-15","13.5+"
0,12000,"A","MORTGAGE",54499,25,"0-15","8-11"
0,12000,"A","RENT",30000,22,"0-15","8-11"
0,2500,"E","RENT",33500,23,"0-15","13.5+"
0,10000,"A","RENT",53004,25,"0-15","8-11"
1,6000,"D","RENT",36000,24,"0-15","13.5+"
0,8000,"B","MORTGAGE",87000,22,"0-15","11-13.5"
0,20000,"B","RENT",168600,23,"0-15","11-13.5"
0,25000,"G","MORTGAGE",100000,24,"0-15","13.5+"
0,4800,"C","RENT",30000,28,"0-15","11-13.5"
1,2400,"B","RENT",26000,21,"0-15","11-13.5"
1,18000,"B","RENT",70000,28,"0-15","11-13.5"
0,10000,"A","OWN",43200,22,"0-15","8-11"
0,3000,"B","RENT",125000,26,"0-15","11-13.5"
0,5000,"A","MORTGAGE",52700,22,"0-15","8-11"
1,5000,"G","MORTGAGE",52000,26,"0-15","13.5+"
1,5000,"D","RENT",27000,22,"0-15","Missing"
0,10700,"A","RENT",48000,26,"0-15","8-11"
0,1000,"D","MORTGAGE",69743,23,"15-30","13.5+"
0,10000,"B","MORTGAGE",90000,29,"15-30","11-13.5"
0,10000,"B","RENT",82632,24,"0-15","11-13.5"
0,1000,"A","RENT",30000,26,"0-15","8-11"
0,7000,"D","RENT",120000,30,"0-15","13.5+"
0,20000,"B","RENT",96588,31,"0-15","8-11"
0,7200,"B","MORTGAGE",102000,27,"0-15","11-13.5"
0,9600,"G","RENT",34800,22,"0-15","13.5+"
0,20000,"B","MORTGAGE",300000,30,"15-30","11-13.5"
0,12000,"B","RENT",64404,26,"0-15","11-13.5"
0,16000,"C","RENT",65000,22,"0-15","11-13.5"
0,12000,"G","MORTGAGE",50000,26,"0-15","13.5+"
0,19400,"B","MORTGAGE",105996,29,"0-15","Missing"
0,13000,"A","MORTGAGE",61300,22,"0-15","8-11"
0,2800,"D","OWN",54000,23,"0-15","13.5+"
0,4550,"C","RENT",29976,22,"0-15","11-13.5"
0,10000,"C","RENT",45996,27,"0-15","Missing"
0,6800,"B","RENT",22704,32,"0-15","Missing"
0,1600,"B","RENT",82000,22,"0-15","11-13.5"
1,20000,"B","MORTGAGE",60600,28,"0-15","11-13.5"
0,4000,"E","MORTGAGE",97000,23,"0-15","13.5+"
1,5600,"B","RENT",30000,23,"0-15","Missing"
0,7000,"A","RENT",37200,41,"0-15","8-11"
0,23475,"B","RENT",90000,29,"0-15","11-13.5"
0,6000,"E","RENT",78504,29,"0-15","13.5+"
0,18400,"C","RENT",48888,22,"0-15","11-13.5"
0,6250,"C","OWN",29004,30,"0-15","Missing"
0,10000,"C","MORTGAGE",49920,22,"0-15","11-13.5"
0,6000,"C","MORTGAGE",62100,24,"15-30","11-13.5"
0,3200,"A","RENT",16000,25,"0-15","8-11"
0,4200,"A","RENT",32000,27,"0-15","0-8"
1,7000,"A","MORTGAGE",84700,22,"0-15","0-8"
0,17400,"D","RENT",75000,32,"0-15","13.5+"
0,16000,"B","OTHER",90000,21,"15-30","11-13.5"
1,12000,"A","MORTGAGE",35400,26,"0-15","8-11"
0,12000,"B","MORTGAGE",150000,27,"0-15","11-13.5"
0,10000,"D","RENT",30000,23,"0-15","Missing"
0,10000,"D","MORTGAGE",50000,29,"0-15","13.5+"
1,12000,"B","RENT",75000,35,"0-15","11-13.5"
1,9250,"A","MORTGAGE",45896,25,"0-15","8-11"
1,7800,"B","RENT",33000,23,"0-15","8-11"
0,8400,"B","RENT",30000,28,"0-15","11-13.5"
0,3200,"A","MORTGAGE",36500,25,"0-15","8-11"
1,2000,"E","RENT",24000,24,"0-15","13.5+"
0,12000,"B","MORTGAGE",72000,30,"0-15","8-11"
0,4450,"A","RENT",42200,24,"0-15","8-11"
0,10000,"B","MORTGAGE",72000,28,"0-15","8-11"
0,15000,"B","MORTGAGE",46464,26,"0-15","11-13.5"
0,2700,"C","RENT",29676,45,"0-15","11-13.5"
0,15000,"C","OWN",42000,28,"0-15","11-13.5"
1,15000,"C","OWN",43600,23,"15-30","Missing"
0,12000,"B","MORTGAGE",56000,26,"0-15","11-13.5"
1,5000,"B","MORTGAGE",50960,31,"0-15","8-11"
0,16000,"A","RENT",300000,42,"15-30","8-11"
0,4000,"D","MORTGAGE",38000,22,"0-15","13.5+"
0,20000,"E","RENT",50000,22,"0-15","13.5+"
0,12000,"C","RENT",71000,29,"0-15","11-13.5"
0,3600,"A","MORTGAGE",46325,24,"0-15","0-8"
0,8000,"C","MORTGAGE",189996,44,"0-15","11-13.5"
0,12500,"A","MORTGAGE",50000,24,"0-15","8-11"
0,4000,"A","RENT",48996,27,"0-15","8-11"
0,1600,"G","RENT",42000,29,"0-15","13.5+"
0,4000,"C","MORTGAGE",35500,22,"0-15","11-13.5"
0,8000,"B","MORTGAGE",72000,38,"0-15","11-13.5"
0,6200,"C","RENT",45000,22,"0-15","13.5+"
0,5000,"C","MORTGAGE",31000,22,"0-15","13.5+"
0,1000,"A","MORTGAGE",85000,25,"0-15","8-11"
0,13000,"B","RENT",48000,26,"0-15","11-13.5"
0,9600,"C","MORTGAGE",108202,32,"0-15","13.5+"
0,7200,"B","OWN",95004,22,"0-15","8-11"
0,5600,"C","MORTGAGE",16000,23,"0-15","11-13.5"
0,15000,"B","RENT",48000,22,"0-15","11-13.5"
0,4800,"D","RENT",36400,32,"0-15","13.5+"
0,1300,"A","RENT",51000,27,"0-15","0-8"
0,3000,"C","MORTGAGE",63000,25,"0-15","11-13.5"
0,2800,"C","RENT",49548,33,"0-15","11-13.5"
0,8000,"C","RENT",45000,33,"0-15","11-13.5"
0,3200,"C","RENT",63000,37,"0-15","Missing"
0,10000,"C","OWN",37000,41,"0-15","13.5+"
0,8000,"A","OTHER",110000,25,"0-15","8-11"
0,3000,"A","RENT",42996,28,"0-15","0-8"
0,15200,"B","MORTGAGE",120000,24,"0-15","11-13.5"
0,3000,"B","RENT",50000,36,"0-15","11-13.5"
0,12000,"A","MORTGAGE",85000,39,"0-15","8-11"
0,6000,"D","MORTGAGE",34000,24,"0-15","13.5+"
0,3500,"B","MORTGAGE",94896,33,"0-15","11-13.5"
1,7000,"A","RENT",33996,26,"15-30","0-8"
0,12000,"B","MORTGAGE",45000,26,"0-15","Missing"
0,8000,"A","MORTGAGE",125000,37,"0-15","8-11"
0,25000,"C","RENT",235000,32,"0-15","11-13.5"
0,5000,"A","RENT",42000,21,"0-15","8-11"
0,25000,"B","MORTGAGE",90000,32,"0-15","11-13.5"
0,13000,"C","RENT",44000,23,"0-15","11-13.5"
0,8800,"C","RENT",45996,31,"0-15","11-13.5"
0,3100,"A","MORTGAGE",56004,27,"0-15","8-11"
0,16000,"C","RENT",63564,28,"0-15","11-13.5"
1,11600,"D","MORTGAGE",133228,24,"15-30","13.5+"
0,20000,"B","MORTGAGE",167300,23,"0-15","11-13.5"
0,5000,"A","RENT",86000,31,"0-15","Missing"
1,21000,"E","RENT",93000,26,"15-30","13.5+"
0,10400,"B","OTHER",50016,48,"0-15","11-13.5"
0,4200,"B","RENT",57000,44,"0-15","Missing"
0,20000,"B","MORTGAGE",143500,30,"0-15","11-13.5"
0,5000,"A","OWN",60000,37,"0-15","8-11"
0,7500,"B","MORTGAGE",53100,32,"0-15","11-13.5"
0,20000,"C","MORTGAGE",72800,43,"0-15","11-13.5"
0,8000,"B","RENT",60000,23,"0-15","11-13.5"
0,14400,"B","MORTGAGE",80004,35,"0-15","8-11"
1,6000,"C","MORTGAGE",43000,28,"0-15","11-13.5"
0,25000,"B","MORTGAGE",220000,24,"0-15","11-13.5"
0,6600,"A","RENT",97000,25,"0-15","Missing"
0,5000,"A","RENT",42000,29,"0-15","Missing"
0,15000,"B","MORTGAGE",42000,26,"0-15","11-13.5"
0,10000,"A","MORTGAGE",65600,24,"15-30","Missing"
0,12000,"B","MORTGAGE",70000,26,"0-15","11-13.5"
1,14500,"B","RENT",37000,22,"0-15","11-13.5"
1,10000,"C","RENT",32004,23,"0-15","13.5+"
0,6000,"A","MORTGAGE",77000,20,"15-30","0-8"
0,12000,"C","RENT",85000,22,"0-15","11-13.5"
0,9200,"B","MORTGAGE",45000,24,"0-15","11-13.5"
0,3700,"E","RENT",37000,41,"0-15","13.5+"
0,4800,"C","RENT",49000,30,"0-15","13.5+"
0,4000,"A","MORTGAGE",64992,26,"0-15","8-11"
0,4500,"B","RENT",50000,52,"0-15","11-13.5"
0,7000,"A","RENT",92000,29,"0-15","8-11"
0,20000,"B","RENT",60000,23,"0-15","11-13.5"
0,3500,"C","RENT",34200,26,"0-15","11-13.5"
0,10000,"A","RENT",100000,29,"0-15","8-11"
0,9500,"B","RENT",44064,23,"0-15","11-13.5"
0,12000,"A","MORTGAGE",50000,27,"0-15","8-11"
0,7000,"A","MORTGAGE",60000,39,"15-30","0-8"
1,16000,"D","MORTGAGE",50000,22,"0-15","13.5+"
0,2500,"B","RENT",18204,22,"0-15","11-13.5"
1,7000,"C","RENT",14400,29,"0-15","11-13.5"
0,5000,"A","MORTGAGE",18500,24,"0-15","8-11"
0,5000,"A","MORTGAGE",119604,29,"0-15","8-11"
1,10000,"A","MORTGAGE",58500,30,"15-30","8-11"
0,8800,"A","MORTGAGE",65748,23,"0-15","8-11"
1,3400,"B","RENT",147000,24,"0-15","11-13.5"
0,8000,"C","RENT",45000,22,"0-15","11-13.5"
0,5000,"B","OWN",24000,25,"0-15","8-11"
0,8500,"B","RENT",27000,22,"0-15","11-13.5"
0,5000,"B","RENT",54000,25,"0-15","11-13.5"
0,6400,"B","RENT",24000,21,"0-15","8-11"
0,9200,"A","MORTGAGE",52524,28,"0-15","8-11"
1,20000,"B","RENT",72000,27,"15-30","11-13.5"
0,4000,"B","RENT",14000,26,"0-15","Missing"
0,7800,"D","MORTGAGE",36996,24,"0-15","Missing"
0,10000,"C","RENT",21000,23,"0-15","11-13.5"
1,7000,"C","RENT",45000,27,"0-15","13.5+"
0,4000,"A","MORTGAGE",103240,23,"0-15","Missing"
0,16000,"C","MORTGAGE",80000,29,"15-30","11-13.5"
0,4000,"B","RENT",20000,22,"0-15","11-13.5"
0,5000,"B","RENT",16120,26,"0-15","11-13.5"
0,15000,"D","MORTGAGE",119000,26,"0-15","13.5+"
0,5000,"A","RENT",120000,26,"0-15","0-8"
0,6400,"A","RENT",31224,22,"0-15","8-11"
0,12000,"B","RENT",38643,28,"0-15","11-13.5"
0,10000,"D","RENT",175000,25,"0-15","13.5+"
0,11500,"B","MORTGAGE",60000,23,"0-15","11-13.5"
0,4800,"B","MORTGAGE",60000,27,"0-15","11-13.5"
0,3000,"D","RENT",34320,33,"0-15","13.5+"
0,5000,"A","RENT",103000,27,"0-15","8-11"
0,6500,"B","MORTGAGE",62000,23,"0-15","8-11"
0,4000,"B","RENT",61500,28,"0-15","8-11"
0,4800,"B","RENT",41300,22,"0-15","11-13.5"
0,14000,"B","RENT",30000,23,"0-15","11-13.5"
0,10000,"A","RENT",30000,28,"0-15","8-11"
0,6000,"B","RENT",80607,23,"0-15","11-13.5"
0,6000,"A","RENT",57000,25,"0-15","0-8"
0,6000,"B","RENT",35000,28,"0-15","11-13.5"
0,7200,"A","MORTGAGE",40000,33,"0-15","8-11"
0,10000,"A","MORTGAGE",87204,29,"0-15","8-11"
0,13500,"B","RENT",43000,22,"0-15","8-11"
0,6400,"A","RENT",57192,32,"0-15","0-8"
0,22800,"B","OWN",43000,41,"0-15","11-13.5"
0,6000,"A","RENT",68496,25,"0-15","0-8"
0,2500,"C","MORTGAGE",101000,39,"15-30","11-13.5"
0,4000,"C","RENT",45000,21,"0-15","Missing"
0,3200,"B","RENT",35000,34,"0-15","11-13.5"
0,1700,"C","RENT",14000,42,"0-15","11-13.5"
0,7600,"B","RENT",60000,25,"0-15","11-13.5"
0,6000,"B","MORTGAGE",90000,23,"0-15","11-13.5"
0,3000,"A","RENT",55000,27,"0-15","0-8"
1,8000,"D","RENT",52000,26,"0-15","13.5+"
0,2000,"C","OWN",29004,23,"0-15","11-13.5"
0,21000,"E","RENT",78996,25,"0-15","13.5+"
0,4325,"B","MORTGAGE",45000,26,"15-30","Missing"
1,6000,"D","MORTGAGE",68654,22,"0-15","13.5+"
0,10000,"C","RENT",43000,24,"0-15","11-13.5"
0,4000,"B","RENT",24000,24,"0-15","11-13.5"
0,7000,"A","RENT",41000,36,"0-15","8-11"
0,6000,"B","OWN",25000,22,"0-15","11-13.5"
0,2400,"C","RENT",72000,34,"15-30","11-13.5"
0,14000,"B","RENT",50004,24,"0-15","11-13.5"
0,3250,"D","RENT",23000,30,"0-15","13.5+"
0,6000,"A","MORTGAGE",95000,23,"15-30","0-8"
0,25000,"D","OWN",300000,33,"0-15","13.5+"
0,6000,"A","RENT",18996,21,"0-15","Missing"
0,5550,"C","RENT",24000,23,"0-15","11-13.5"
0,6000,"A","MORTGAGE",84996,29,"15-30","0-8"
0,5000,"B","OWN",30000,26,"0-15","11-13.5"
0,11200,"D","MORTGAGE",69000,28,"0-15","13.5+"
0,9600,"B","MORTGAGE",62004,23,"0-15","8-11"
0,2400,"B","MORTGAGE",57996,24,"0-15","11-13.5"
1,15000,"F","RENT",180000,28,"0-15","13.5+"
0,10000,"D","MORTGAGE",60000,24,"0-15","13.5+"
0,1500,"A","RENT",55000,28,"0-15","0-8"
0,3000,"B","RENT",31200,23,"0-15","11-13.5"
0,20200,"D","RENT",30372,31,"0-15","13.5+"
1,9200,"C","RENT",50004,37,"0-15","11-13.5"
0,9000,"C","RENT",80000,26,"0-15","11-13.5"
0,2000,"D","RENT",60000,28,"0-15","13.5+"
0,25000,"D","OTHER",600000,42,"0-15","13.5+"
0,7200,"A","MORTGAGE",81000,31,"15-30","8-11"
1,4400,"B","OWN",42000,23,"0-15","11-13.5"
0,17000,"B","MORTGAGE",58000,25,"0-15","8-11"
0,9600,"C","MORTGAGE",120579,34,"0-15","Missing"
0,10000,"A","MORTGAGE",60000,24,"0-15","8-11"
0,8500,"B","MORTGAGE",99473,25,"0-15","11-13.5"
0,6000,"C","RENT",50004,38,"0-15","13.5+"
0,18000,"A","MORTGAGE",38244,26,"0-15","8-11"
0,17000,"B","MORTGAGE",65004,37,"0-15","11-13.5"
0,7000,"B","RENT",40000,23,"0-15","11-13.5"
0,8000,"B","MORTGAGE",140000,38,"0-15","8-11"
0,10000,"B","MORTGAGE",38904,26,"0-15","11-13.5"
0,7000,"C","OWN",18996,31,"0-15","Missing"
1,25000,"D","RENT",151016.08,31,"0-15","13.5+"
0,15000,"B","RENT",70000,25,"0-15","11-13.5"
0,6000,"B","RENT",70000,22,"0-15","11-13.5"
0,6000,"A","MORTGAGE",66000,30,"0-15","0-8"
1,12000,"D","MORTGAGE",45000,24,"0-15","13.5+"
0,19000,"C","RENT",83700,29,"0-15","Missing"
1,13800,"C","RENT",33036,33,"0-15","11-13.5"
0,15000,"B","RENT",85000,21,"0-15","8-11"
1,2500,"C","RENT",29000,25,"0-15","11-13.5"
0,12800,"C","MORTGAGE",51000,37,"0-15","11-13.5"
0,7000,"A","MORTGAGE",20280,26,"0-15","0-8"
0,25000,"B","MORTGAGE",72000,25,"0-15","11-13.5"
0,6000,"C","RENT",45000,23,"0-15","11-13.5"
0,10000,"B","RENT",75000,22,"0-15","11-13.5"
0,9600,"B","RENT",80000,25,"0-15","11-13.5"
0,3600,"B","MORTGAGE",52000,26,"0-15","11-13.5"
0,2150,"C","MORTGAGE",84000,26,"0-15","11-13.5"
1,9800,"C","OWN",62000,33,"0-15","13.5+"
0,15600,"B","RENT",50000,22,"0-15","11-13.5"
0,1500,"C","MORTGAGE",53004,22,"15-30","13.5+"
0,2100,"B","RENT",33500,27,"0-15","11-13.5"
0,6000,"A","OWN",26000,35,"0-15","8-11"
0,1500,"B","RENT",50500,25,"0-15","11-13.5"
0,11300,"D","RENT",56472,35,"0-15","13.5+"
0,10000,"C","MORTGAGE",100000,28,"0-15","11-13.5"
0,11200,"A","MORTGAGE",66000,30,"0-15","8-11"
0,9000,"B","OWN",80000,27,"0-15","11-13.5"
0,15000,"B","OTHER",100000,23,"0-15","Missing"
0,7200,"A","RENT",59000,22,"0-15","0-8"
0,2800,"A","MORTGAGE",60000,24,"0-15","8-11"
0,10000,"B","MORTGAGE",75000,24,"0-15","11-13.5"
